ECG Time [s],ECG [mV],PPG Time [s],PPG0,PPG1,PPG2,HRB Time [s],HRB Heartrate [bpm],HRB RR Interval [ms],Dosha,Peak Variability [bpm/s],Dosha Alignment,Synthetic Dosha
21.4052,0.005,23.549613,520.486,216.595,207.347,22.106935,95,832,Vata,2.0,0,Unknown
21.507944,0.602,23.631864,611.24,351.973,389.547,22.174452,90,874,Vata,5.0,0,Unknown
18.90063,0.52,20.034148,491.452,330.054,376.145,22.266365,75,890,Pitta,15.0,0,Unknown
21.569469,0.915,23.770361,266.262,526.581,368.673,22.266776,99,818,Vata,24.0,1,Vata
23.151567,0.04,22.070831,467.943,662.019,497.31,22.308179,68,992,Kapha,31.0,0,Unknown
23.26586,0.07,22.193318,433.314,686.05,595.359,22.311607,65,904,Kapha,3.0,1,Kapha
21.611438,0.468,23.774521,631.007,669.152,209.664,22.351996,90,796,Vata,25.0,1,Vata
18.964661,0.397,20.150609,388.942,757.967,431.988,22.372591,82,935,Pitta,8.0,1,Pitta
21.817776,0.486,23.815397,661.379,635.602,262.184,22.387357,92,865,Vata,10.0,0,Unknown
19.038329,0.118,20.278893,475.86,607.726,513.754,22.412418,82,907,Pitta,10.0,1,Pitta
21.981711,0.136,23.855664,443.531,583.032,406.821,22.435263,96,779,Vata,14.0,0,Unknown
19.078953,0.283,20.293858,520.09,396.346,666.419,22.45836,74,947,Pitta,22.0,0,Unknown
23.287287,0.358,22.529917,888.04,826.507,873.282,22.514468,63,1003,Kapha,11.0,0,Unknown
22.062948,0.723,24.115855,503.126,594.224,446.432,22.528136,89,774,Vata,26.0,1,Vata
23.287985,0.165,22.556303,878.496,802.964,523.309,22.538924,61,980,Kapha,28.0,0,Unknown
23.311869,0.048,22.583252,430.218,466.106,734.18,22.542348,55,986,Kapha,6.0,0,Unknown
23.465535,0.258,22.678101,621.627,756.957,770.075,22.652725,55,1036,Kapha,0.0,1,Kapha
23.590226,0.333,22.681864,493.122,617.718,624.064,22.86656,58,1029,Kapha,3.0,1,Kapha
23.74469,0.197,22.749652,642.672,547.324,868.763,22.894463,58,962,Kapha,0.0,1,Kapha
22.066988,0.024,24.248419,582.405,532.492,402.145,22.967926,98,861,Vata,40.0,1,Vata
19.121376,0.771,20.328781,334.654,603.193,468.154,22.976243,70,928,Pitta,28.0,0,Unknown
23.813364,0.432,22.794031,815.089,425.009,768.328,22.983941,55,950,Kapha,15.0,0,Unknown
19.142704,0.492,20.336687,589.109,638.732,464.302,23.049645,80,859,Pitta,25.0,0,Unknown
23.88329,0.386,22.809009,875.306,643.625,628.962,23.102474,60,1015,Kapha,20.0,0,Unknown
23.913553,0.2,22.8117,717.126,577.718,684.668,23.143003,64,1012,Kapha,4.0,1,Kapha
22.209522,0.188,24.414478,287.419,330.143,465.469,23.269565,87,774,Vata,23.0,1,Vata
24.173402,0.453,22.986086,576.953,525.757,746.307,23.347381,56,930,Kapha,31.0,0,Unknown
22.238529,0.311,24.507193,451.283,653.598,497.566,23.353828,96,823,Vata,40.0,1,Vata
22.321085,0.409,24.56004,399.332,535.366,204.962,23.364296,87,807,Vata,9.0,0,Unknown
19.147409,0.408,20.583104,598.816,562.885,442.457,23.405162,72,864,Pitta,15.0,0,Unknown
22.456248,0.091,25.054847,273.187,480.22,432.048,23.461972,97,843,Vata,25.0,1,Vata
22.472407,-0.062,25.066007,383.767,255.495,681.75,23.511562,90,868,Vata,7.0,0,Unknown
19.184592,0.74,20.598058,669.465,659.051,539.142,23.555265,82,891,Pitta,8.0,1,Pitta
22.476757,0.533,25.183639,234.086,423.528,459.516,23.563845,86,876,Vata,4.0,0,Unknown
24.22866,0.389,23.128226,701.663,747.336,696.095,23.565655,65,906,Kapha,21.0,0,Unknown
24.337163,0.382,23.186601,556.001,784.743,839.349,23.577528,59,902,Kapha,6.0,0,Unknown
19.385982,0.428,20.83153,314.585,590.727,390.318,23.696711,81,942,Pitta,22.0,0,Unknown
22.492235,0.146,25.28142,212.906,430.179,538.771,23.856743,90,774,Vata,9.0,0,Unknown
24.481205,0.332,23.189623,854.912,522.395,578.444,23.912623,62,950,Kapha,28.0,0,Unknown
24.554974,0.007,23.27713,835.2,424.724,549.943,23.91598,69,955,Kapha,7.0,0,Unknown
24.684656,0.418,23.379445,679.116,824.376,506.919,23.91848,57,972,Kapha,12.0,0,Unknown
22.534977,0.497,25.303256,267.583,632.282,355.932,23.942119,97,827,Vata,40.0,1,Vata
24.725617,0.226,23.60117,562.399,404.98,418.891,23.957955,63,909,Kapha,34.0,0,Unknown
24.765499,0.566,23.729345,546.695,868.556,421.507,23.970389,61,960,Kapha,2.0,1,Kapha
24.791669,0.491,23.813279,416.709,713.81,835.028,24.039471,63,949,Kapha,2.0,1,Kapha
24.835563,0.353,23.88897,807.91,560.923,739.197,24.054163,55,1021,Kapha,8.0,0,Unknown
22.575575,-0.015,25.5296,681.558,473.324,586.996,24.113232,90,848,Vata,35.0,1,Vata
19.42385,0.373,20.866944,570.619,773.885,542.815,24.143614,70,906,Pitta,20.0,0,Unknown
19.495368,0.583,21.046657,326.454,326.849,652.088,24.160272,73,936,Pitta,3.0,0,Unknown
24.973022,0.151,23.910122,625.192,523.239,730.266,24.163942,59,900,Kapha,14.0,0,Unknown
25.087896,0.122,23.946558,562.566,404.503,707.321,24.165217,66,937,Kapha,7.0,0,Unknown
25.101782,0.204,24.099188,635.555,517.736,824.61,24.178368,67,978,Kapha,1.0,1,Kapha
25.10697,0.286,24.129383,809.369,468.864,640.133,24.211366,57,988,Kapha,10.0,0,Unknown
23.105864,0.377,25.570878,474.765,390.2,586.461,24.21606,92,865,Vata,35.0,1,Vata
23.166158,0.439,25.666388,682.911,688.4,460.648,24.271643,91,797,Vata,1.0,0,Unknown
19.541088,0.541,21.11309,650.572,353.123,314.895,24.291593,79,866,Pitta,12.0,1,Pitta
19.566471,0.074,21.115786,327.864,386.836,304.89,24.366599,72,909,Pitta,7.0,1,Pitta
25.125539,0.178,24.246591,462.307,706.083,835.205,24.412744,58,981,Kapha,14.0,0,Unknown
23.204121,-0.138,25.818354,416.249,255.36,688.007,24.489101,92,759,Vata,34.0,1,Vata
19.645258,0.324,21.465286,755.864,645.086,337.561,24.527581,80,858,Pitta,12.0,1,Pitta
25.406328,0.309,24.394068,828.828,483.273,579.723,24.53062,58,966,Kapha,22.0,0,Unknown
23.290196,0.204,25.853251,355.908,411.274,262.775,24.580263,98,848,Vata,40.0,1,Vata
25.463341,0.099,24.430424,848.754,664.315,863.354,24.629587,65,916,Kapha,33.0,0,Unknown
23.320637,-0.039,25.940088,453.071,221.012,208.474,24.671491,93,760,Vata,28.0,1,Vata
23.352101,-0.124,26.134999,419.756,569.952,585.079,24.717486,90,834,Vata,3.0,0,Unknown
19.689604,0.325,21.519682,651.041,622.798,567.83,24.725794,73,885,Pitta,17.0,0,Unknown
25.46957,0.587,24.566876,873.354,695.058,749.328,24.844117,66,1026,Kapha,7.0,0,Unknown
25.500145,0.065,25.103,598.744,549.021,528.589,24.852033,61,1011,Kapha,5.0,0,Unknown
25.584363,0.559,25.154955,508.57,417.532,682.042,24.877204,64,1035,Kapha,3.0,1,Kapha
19.713489,0.24,21.583192,553.695,746.029,727.228,24.909815,78,922,Pitta,14.0,1,Pitta
25.595514,0.548,25.282616,586.82,418.627,666.515,24.942215,65,959,Kapha,13.0,0,Unknown
23.585863,0.988,26.316925,252.832,659.038,603.578,24.946506,98,898,Vata,33.0,1,Vata
25.681161,0.315,25.614319,566.456,413.174,468.949,24.954992,62,939,Kapha,36.0,0,Unknown
25.908306,0.435,25.661507,488.077,769.562,695.621,25.00252,65,988,Kapha,3.0,1,Kapha
19.823488,0.366,22.161248,520.752,666.439,302.442,25.074449,72,929,Pitta,7.0,1,Pitta
23.910284,0.187,26.625013,520.413,340.019,260.104,25.100032,87,884,Vata,15.0,1,Vata
25.910622,0.262,25.723509,703.633,559.005,557.393,25.102135,64,940,Kapha,23.0,0,Unknown
24.537177,0.772,26.718315,308.019,629.171,332.791,25.1563,94,875,Vata,30.0,1,Vata
26.023422,0.378,25.943782,638.312,798.15,426.174,25.180338,59,1039,Kapha,35.0,0,Unknown
19.83366,0.272,22.551148,365.336,554.178,768.331,25.219999,81,885,Pitta,22.0,0,Unknown
26.20663,0.204,26.266636,832.85,615.866,874.328,25.271483,67,1014,Kapha,14.0,0,Unknown
19.868789,0.079,22.853422,445.5,795.916,353.139,25.352363,75,897,Pitta,8.0,1,Pitta
24.622975,0.106,26.754162,509.794,346.109,208.776,25.363718,87,813,Vata,12.0,0,Unknown
24.757061,0.618,26.921617,525.101,655.385,346.654,25.400109,95,751,Vata,8.0,0,Unknown
26.222024,0.181,26.319323,416.055,626.499,720.745,25.421589,67,999,Kapha,28.0,0,Unknown
26.407246,0.347,26.451307,721.934,656.441,838.459,25.433985,66,1016,Kapha,1.0,1,Kapha
19.919188,0.271,23.201787,734.48,433.054,720.992,25.489712,75,900,Pitta,9.0,1,Pitta
25.04466,0.712,27.083221,276.012,576.981,586.571,25.491051,96,825,Vata,21.0,1,Vata
26.47378,0.299,26.472066,781.474,756.516,738.028,25.525872,64,988,Kapha,32.0,0,Unknown
19.966852,-0.035,23.326105,752.226,716.596,541.427,25.650342,76,946,Pitta,12.0,1,Pitta
25.176004,0.515,27.131942,230.675,602.453,458.98,25.65608,85,870,Vata,9.0,0,Pitta
26.47646,0.348,26.529368,779.743,536.751,578.492,25.731262,61,992,Kapha,24.0,0,Unknown
25.453321,0.366,27.139097,590.381,209.003,374.048,25.73666,95,791,Vata,34.0,1,Vata
20.23817,0.418,23.536022,300.374,513.395,629.679,25.89506,78,944,Pitta,17.0,0,Unknown
20.510837,0.668,23.57456,597.068,624.368,555.341,25.899613,81,919,Pitta,3.0,0,Unknown
26.492837,0.172,26.912553,843.037,460.794,656.344,25.903013,57,1038,Kapha,24.0,0,Unknown
25.626467,0.294,27.227372,429.9,681.405,385.87,25.921136,99,803,Vata,42.0,1,Vata
26.615982,0.22,27.03495,764.517,678.029,737.873,25.921488,57,959,Kapha,42.0,0,Unknown
25.652461,0.219,27.284391,229.082,563.335,200.677,25.940774,97,824,Vata,40.0,1,Vata
25.691049,0.915,27.313209,697.433,352.376,349.9,25.966013,99,765,Vata,2.0,0,Unknown
26.64678,0.05,27.054219,863.905,563.489,880.126,25.971066,57,967,Kapha,42.0,0,Unknown
26.839946,0.031,27.319105,566.328,621.246,526.835,25.98447,66,977,Kapha,9.0,0,Unknown
26.889652,0.152,27.63396,651.605,723.473,837.489,25.984566,58,945,Kapha,8.0,0,Unknown
25.739642,0.797,27.757377,228.89,614.697,523.229,26.008334,89,767,Vata,31.0,1,Vata
25.916701,0.958,27.809643,547.518,340.761,687.097,26.014968,98,839,Vata,9.0,0,Unknown
20.7375,0.553,23.725096,659.65,663.634,538.524,26.026696,76,923,Pitta,22.0,0,Unknown
26.031099,-0.051,28.044091,691.839,636.377,623.53,26.041258,88,893,Vata,12.0,0,Unknown
26.338285,0.677,28.392594,319.59,256.29,211.797,26.064199,93,755,Vata,5.0,0,Unknown
26.909114,0.045,27.641098,407.04,647.063,862.039,26.098812,60,937,Kapha,33.0,0,Unknown
26.934703,0.062,27.658176,403.479,710.139,735.208,26.279865,69,916,Kapha,9.0,0,Unknown
20.987764,0.224,23.795434,609.373,616.877,717.45,26.316686,83,929,Pitta,14.0,1,Pitta
20.991263,-0.022,23.80736,340.84,370.254,677.943,26.321082,70,917,Pitta,13.0,1,Pitta
26.40915,0.926,28.452853,271.125,551.843,649.28,26.352636,99,857,Vata,29.0,1,Vata
21.092536,0.082,23.877621,408.862,521.476,541.701,26.413304,84,871,Pitta,15.0,0,Unknown
26.948892,0.488,27.728428,520.063,672.1,865.633,26.421106,59,965,Kapha,25.0,0,Unknown
21.262631,0.391,23.947566,425.17,580.719,355.818,26.510942,77,926,Pitta,18.0,0,Unknown
26.49183,0.017,28.477853,260.692,470.349,591.599,26.537628,93,797,Vata,16.0,1,Vata
26.906731,-0.12,28.792537,351.638,248.267,590.188,26.552731,99,791,Vata,6.0,0,Unknown
26.994767,0.023,27.73971,450.404,769.898,598.939,26.555341,62,935,Kapha,37.0,0,Unknown
27.005716,0.395,27.820548,530.106,752.968,876.508,26.618739,68,973,Kapha,6.0,0,Unknown
21.39428,0.086,24.068878,715.862,724.522,357.701,26.631359,74,929,Pitta,6.0,1,Pitta
27.092821,0.164,27.856342,488.522,667.095,751.391,26.635002,68,906,Kapha,6.0,0,Unknown
27.272464,0.689,28.79633,250.523,320.947,428.998,26.635167,98,825,Vata,30.0,1,Vata
21.587646,0.39,24.101814,531.6,521.823,700.77,26.661132,78,942,Pitta,20.0,0,Unknown
21.62253,0.108,24.306483,543.414,759.374,564.695,26.738328,79,855,Pitta,1.0,0,Unknown
21.698826,0.664,24.308913,767.447,520.187,540.795,26.877222,82,875,Pitta,3.0,0,Unknown
27.130976,0.523,27.890988,414.26,739.452,421.003,26.961079,66,915,Kapha,16.0,0,Unknown
27.139409,0.291,27.902119,854.652,836.78,853.436,27.007456,67,913,Kapha,1.0,1,Kapha
27.339405,0.489,28.830417,546.081,206.202,399.003,27.015255,89,826,Vata,22.0,1,Vata
27.202236,0.183,28.068145,404.112,616.136,642.236,27.037406,59,979,Kapha,30.0,0,Unknown
21.818722,0.258,24.473756,618.543,574.39,640.283,27.042363,84,924,Pitta,25.0,0,Unknown
27.364199,0.81,28.835195,231.146,434.384,351.458,27.077647,94,881,Vata,10.0,0,Unknown
27.250048,0.311,28.14362,768.041,606.382,630.163,27.15387,65,924,Kapha,29.0,0,Unknown
27.495173,-0.032,28.891341,454.711,350.633,232.847,27.260725,88,879,Vata,23.0,1,Vata
27.821904,0.754,29.200136,698.348,499.179,314.118,27.285861,91,808,Vata,3.0,0,Unknown
27.268964,0.229,28.166092,476.074,782.123,683.233,27.297619,66,1004,Kapha,25.0,0,Unknown
27.935881,0.042,29.318591,606.985,348.619,323.302,27.31032,99,776,Vata,33.0,1,Vata
22.017684,0.121,24.864504,749.334,698.143,729.421,27.369524,81,937,Pitta,18.0,0,Unknown
27.421437,0.339,28.179255,856.115,691.277,474.692,27.484016,59,903,Kapha,22.0,0,Unknown
22.201471,0.631,25.043497,528.254,591.534,614.437,27.518994,74,942,Pitta,15.0,0,Unknown
28.119639,-0.004,29.330795,507.61,349.96,442.039,27.536431,90,828,Vata,16.0,1,Vata
22.292791,0.209,25.100748,374.718,780.109,681.424,27.538183,74,852,Pitta,16.0,0,Unknown
27.438997,0.069,28.214945,846.398,435.503,634.583,27.831913,68,1026,Kapha,6.0,0,Unknown
28.332896,-0.003,29.365498,353.127,571.597,573.722,27.854311,88,821,Vata,20.0,1,Vata
27.747409,0.598,28.55438,726.951,846.056,815.564,27.855985,64,955,Kapha,24.0,0,Unknown
27.757156,0.255,28.842843,736.117,415.392,407.741,27.864174,56,905,Kapha,8.0,0,Unknown
27.81287,0.209,29.015583,402.67,774.198,536.459,27.892256,66,1028,Kapha,10.0,0,Unknown
22.327213,0.0,25.6115,764.968,630.168,682.635,27.93034,84,901,Pitta,18.0,0,Unknown
28.408306,0.777,29.495673,511.948,224.071,436.905,27.978585,97,756,Vata,13.0,0,Unknown
27.874966,0.426,29.220962,892.436,779.397,401.227,28.018045,65,1028,Kapha,32.0,0,Unknown
22.428487,0.413,25.872629,529.353,561.355,478.131,28.142403,81,923,Pitta,16.0,0,Unknown
28.065494,0.218,29.300095,838.916,876.556,607.856,28.368268,65,1014,Kapha,16.0,0,Unknown
22.436828,0.423,25.919362,390.816,311.796,437.042,28.372759,81,909,Pitta,16.0,0,Unknown
28.45043,0.598,29.536671,463.521,651.447,228.922,28.435273,97,860,Vata,16.0,1,Vata
29.367166,0.428,29.708792,413.042,626.132,678.895,28.455301,99,868,Vata,2.0,0,Unknown
28.071568,0.5,29.511412,847.553,427.067,764.158,28.513648,59,956,Kapha,40.0,0,Unknown
28.119098,0.273,29.610551,729.622,698.428,799.386,28.517579,69,964,Kapha,10.0,0,Unknown
23.083955,0.543,25.920634,451.198,506.866,700.582,28.801111,83,912,Pitta,14.0,1,Pitta
23.106156,0.116,25.933864,325.401,449.624,488.589,28.80647,71,914,Pitta,12.0,1,Pitta
28.219443,0.432,29.703357,572.393,613.92,872.595,28.876569,66,964,Kapha,5.0,0,Unknown
28.245744,0.064,29.719059,846.824,565.316,704.252,28.886121,61,1002,Kapha,5.0,0,Unknown
28.270354,0.508,29.770556,545.758,445.159,527.313,28.90199,56,920,Kapha,5.0,0,Unknown
28.605233,0.441,29.865394,681.356,681.327,862.074,28.952304,68,932,Kapha,12.0,0,Unknown
29.496953,0.231,29.752544,265.355,533.902,671.362,28.982382,94,812,Vata,26.0,1,Vata
23.156371,0.299,26.140324,534.15,674.053,751.668,29.011324,81,901,Pitta,13.0,1,Pitta
29.551062,0.853,29.830486,643.302,496.611,592.595,29.039362,86,873,Vata,5.0,0,Unknown
29.116843,0.127,29.931061,449.865,639.52,787.658,29.052784,67,921,Kapha,19.0,0,Unknown
29.557506,0.271,29.891743,424.892,646.151,695.664,29.10568,85,761,Vata,18.0,1,Unknown
29.182326,0.087,30.062843,860.978,452.277,687.214,29.133972,60,1009,Kapha,25.0,0,Unknown
23.247078,0.154,26.205469,726.564,404.139,334.845,29.286267,80,939,Pitta,20.0,0,Unknown
23.648163,-0.027,26.318941,766.79,402.61,329.109,29.298579,72,925,Pitta,8.0,1,Pitta
29.627736,0.78,29.933289,297.311,292.665,472.241,29.309738,88,890,Vata,16.0,1,Vata
23.816878,0.689,26.444342,766.301,394.76,763.502,29.353794,79,863,Pitta,9.0,1,Pitta
23.896833,0.556,26.613801,362.615,362.808,624.227,29.441661,78,938,Pitta,1.0,0,Unknown
29.665218,0.327,30.434089,383.88,239.485,681.384,29.465744,88,792,Vata,10.0,0,Unknown
23.950008,0.171,26.651037,491.027,455.504,489.8,29.541456,76,921,Pitta,12.0,1,Pitta
29.490854,0.19,30.08106,470.385,706.245,747.82,29.606657,61,903,Kapha,15.0,0,Unknown
24.107588,0.439,26.663737,314.114,742.961,677.53,29.630952,70,917,Pitta,9.0,1,Pitta
29.512558,0.586,30.285259,512.448,768.977,862.158,29.727552,59,1039,Kapha,11.0,0,Unknown
29.698968,0.154,30.309841,679.067,783.639,756.197,29.730551,63,973,Kapha,4.0,1,Kapha
24.133424,0.081,26.677659,727.583,687.464,636.163,29.741446,72,877,Pitta,9.0,1,Pitta
29.743021,0.274,30.309943,782.047,852.687,584.187,29.750402,68,1018,Kapha,4.0,1,Kapha
24.545109,0.701,26.690362,479.378,667.626,565.601,29.834451,81,920,Pitta,13.0,1,Pitta
24.744184,0.003,26.768955,615.559,698.668,349.437,29.954574,71,859,Pitta,10.0,1,Pitta
29.710615,0.252,30.448064,407.065,319.755,237.803,30.006765,97,766,Vata,26.0,1,Vata
29.83491,0.355,30.761311,613.769,597.289,382.84,30.021567,85,812,Vata,12.0,0,Pitta
24.820721,-0.097,26.770226,657.449,434.709,706.09,30.034853,70,906,Pitta,15.0,0,Unknown
24.897626,0.352,26.853111,514.922,743.721,733.012,30.110415,78,949,Pitta,8.0,1,Pitta
29.858973,0.018,30.443646,709.676,604.735,756.514,30.151778,58,992,Kapha,20.0,0,Unknown
30.090978,0.162,30.889041,566.807,217.335,312.691,30.157875,90,869,Vata,32.0,1,Vata
30.158226,0.697,30.935762,584.652,491.403,297.917,30.187948,88,785,Vata,2.0,0,Unknown
24.907496,0.425,26.95609,453.221,368.652,386.084,30.217196,77,915,Pitta,11.0,1,Pitta
24.930844,0.421,27.006592,781.106,468.173,725.256,30.265485,84,939,Pitta,7.0,1,Pitta
30.160741,0.403,31.062699,205.516,697.719,270.401,30.338049,85,757,Vata,1.0,0,Unknown
29.878578,0.238,30.498702,516.067,876.536,420.139,30.359,68,964,Kapha,17.0,0,Unknown
24.975767,-0.051,27.014177,782.244,593.374,738.924,30.381033,74,899,Pitta,6.0,1,Pitta
29.94217,0.343,30.504359,400.472,832.715,593.208,30.3823,68,964,Kapha,6.0,0,Unknown
30.188176,0.079,31.186437,408.077,627.848,511.207,30.423579,85,818,Vata,17.0,1,Unknown
30.152856,0.572,30.612775,778.575,548.251,603.162,30.467051,67,909,Kapha,18.0,0,Unknown
30.315142,0.879,31.58416,440.672,460.723,590.661,30.468304,99,839,Vata,32.0,1,Vata
30.193152,0.31,30.721403,892.604,479.642,483.419,30.473653,64,1045,Kapha,35.0,0,Unknown
30.265262,0.491,30.730197,804.957,617.695,411.543,30.532575,69,946,Kapha,5.0,0,Unknown
25.359362,0.183,27.235568,444.718,351.453,574.714,30.54491,80,863,Pitta,11.0,1,Pitta
30.284369,0.328,30.999856,630.103,600.949,466.691,30.552695,55,965,Kapha,25.0,0,Unknown
30.512333,0.024,31.047661,851.884,687.86,727.311,30.554715,68,948,Kapha,13.0,0,Unknown
25.691036,0.349,27.304538,539.813,665.065,628.09,30.756303,81,865,Pitta,13.0,1,Pitta
26.043131,0.095,27.403836,786.422,493.623,491.119,30.790201,71,903,Pitta,10.0,1,Pitta
26.159711,0.685,27.42358,302.434,692.203,440.896,30.880171,70,892,Pitta,1.0,0,Unknown
30.514241,0.261,31.736228,209.596,231.82,489.149,30.896001,97,785,Vata,27.0,1,Vata
30.58339,0.189,31.166927,604.924,691.693,801.144,30.898789,62,921,Kapha,35.0,0,Unknown
30.644838,0.452,31.870172,329.907,615.687,273.481,30.90034,85,777,Vata,23.0,1,Unknown
26.223091,-0.022,27.477793,506.339,546.448,660.992,30.968088,76,891,Pitta,9.0,1,Pitta
30.680544,0.888,32.218465,580.145,499.489,605.562,31.080484,92,867,Vata,16.0,1,Vata
30.725583,0.549,32.369478,268.555,257.466,517.977,31.12206,94,842,Vata,2.0,0,Unknown
26.43235,0.339,27.817324,350.229,390.437,730.938,31.149782,82,930,Pitta,12.0,1,Pitta
30.854066,-0.06,32.399123,467.655,246.929,394.083,31.153474,92,825,Vata,10.0,0,Unknown
26.469033,0.522,27.840026,554.579,667.381,627.039,31.227366,80,871,Pitta,12.0,1,Pitta
30.978021,0.928,32.475995,307.601,654.813,537.065,31.286941,86,850,Vata,6.0,0,Unknown
26.723192,0.136,28.012686,312.335,426.072,555.795,31.363841,80,917,Pitta,6.0,1,Pitta
26.724571,0.462,28.333586,503.449,545.405,379.462,31.628903,84,868,Pitta,4.0,0,Unknown
27.071591,0.646,28.33491,410.35,337.767,326.729,31.639181,71,915,Pitta,13.0,1,Pitta
27.093935,0.071,28.527816,566.654,608.933,522.846,31.649757,70,888,Pitta,1.0,0,Unknown
31.099779,0.553,32.47778,206.06,534.6,329.952,31.660648,95,893,Vata,25.0,1,Vata
30.623563,0.345,31.204961,662.467,774.993,894.102,31.80531,69,985,Kapha,26.0,0,Unknown
30.784633,0.57,31.657467,638.565,654.945,573.182,31.814852,62,925,Kapha,7.0,0,Unknown
27.125196,0.725,29.012991,797.997,632.929,324.675,31.841711,71,922,Pitta,9.0,1,Pitta
31.127437,0.202,32.514057,320.601,614.643,372.596,31.950244,97,763,Vata,26.0,1,Vata
30.818003,0.515,31.766144,623.812,452.411,699.69,32.000287,61,1036,Kapha,36.0,0,Unknown
30.83255,0.137,31.845036,787.595,829.146,868.572,32.046101,62,1048,Kapha,1.0,1,Kapha
27.256704,0.398,29.014475,700.268,489.337,584.667,32.122252,76,868,Pitta,14.0,1,Pitta
31.204081,-0.033,32.669346,687.937,639.489,658.743,32.133229,91,820,Vata,15.0,1,Vata
31.334596,0.753,32.855543,600.769,485.886,345.252,32.139396,98,873,Vata,7.0,0,Unknown
31.36397,0.544,33.051442,679.788,458.723,434.994,32.156105,92,874,Vata,6.0,0,Unknown
31.385871,0.44,33.321813,443.927,415.214,645.071,32.299917,92,786,Vata,0.0,0,Unknown
27.322988,0.169,29.244378,722.821,777.211,491.365,32.44545,76,865,Pitta,16.0,0,Unknown
31.485386,0.873,33.578921,254.868,358.473,553.861,32.4543,95,778,Vata,19.0,1,Vata
31.662067,0.746,33.943918,473.98,417.298,231.102,32.505658,94,892,Vata,1.0,0,Unknown
27.446583,0.288,29.312548,617.632,737.084,678.595,32.554527,79,903,Pitta,15.0,0,Unknown
30.895651,0.132,31.879848,663.384,554.882,483.521,32.612063,56,994,Kapha,23.0,0,Unknown
27.559886,0.181,29.353635,320.78,653.97,452.824,32.650989,75,874,Pitta,19.0,0,Unknown
31.779035,-0.018,34.020976,427.189,586.94,273.652,32.655238,99,768,Vata,24.0,1,Vata
30.992791,0.121,31.919299,558.359,885.649,758.823,32.700505,57,1006,Kapha,42.0,0,Unknown
31.027253,0.553,31.938616,529.079,458.93,777.489,32.729289,63,1033,Kapha,6.0,0,Unknown
31.136242,0.512,32.041664,418.874,879.126,444.488,32.733753,55,913,Kapha,8.0,0,Unknown
31.210844,0.465,32.088059,691.598,445.506,830.625,32.761476,62,970,Kapha,7.0,0,Unknown
27.578676,0.553,29.525521,403.399,656.826,596.491,32.783428,74,867,Pitta,12.0,1,Pitta
31.231232,0.236,32.092365,514.981,515.518,806.553,32.821689,62,974,Kapha,12.0,0,Unknown
27.966978,0.617,29.638749,762.532,426.201,568.842,32.844384,72,872,Pitta,10.0,1,Pitta
31.389489,0.303,32.251386,474.067,423.29,416.702,32.892226,61,1019,Kapha,11.0,0,Unknown
31.881278,0.174,34.052451,622.179,500.962,203.921,32.90515,95,855,Vata,34.0,1,Vata
31.52592,0.279,32.299582,726.915,752.557,445.542,32.909015,67,1011,Kapha,28.0,0,Unknown
28.003686,0.65,29.762564,483.057,628.408,302.356,32.918058,83,934,Pitta,16.0,0,Unknown
32.146481,0.098,34.076714,249.041,646.262,515.461,32.93152,97,770,Vata,14.0,0,Unknown
28.127393,0.787,29.833752,351.818,399.103,336.195,32.95611,81,860,Pitta,16.0,0,Unknown
31.778672,0.152,32.490377,740.605,825.149,424.563,33.106757,68,950,Kapha,13.0,0,Unknown
32.360535,0.693,34.236585,444.121,421.69,423.837,33.202271,91,813,Vata,23.0,1,Vata
28.17112,0.612,29.951187,651.203,372.002,445.184,33.22067,72,888,Pitta,19.0,0,Unknown
31.851542,0.303,32.671878,776.077,617.036,567.372,33.229855,65,1029,Kapha,7.0,0,Unknown
28.194922,0.441,29.9729,449.729,799.734,741.118,33.258042,80,917,Pitta,15.0,0,Unknown
28.38165,0.205,30.062414,434.428,611.188,373.507,33.289548,82,874,Pitta,2.0,0,Unknown
32.023525,0.018,32.856719,651.788,864.261,654.644,33.330539,59,1042,Kapha,23.0,0,Unknown
28.449858,0.39,30.165011,798.989,515.494,655.447,33.331504,81,912,Pitta,22.0,0,Unknown
28.466094,-0.063,30.419977,729.069,444.082,786.683,33.400923,78,945,Pitta,3.0,0,Unknown
32.438107,-0.16,34.720525,275.024,503.545,267.137,33.412707,89,776,Vata,11.0,0,Unknown
28.632005,0.57,30.476922,503.969,601.96,695.284,33.420408,73,879,Pitta,16.0,0,Unknown
32.558678,0.484,34.805172,362.338,515.654,678.967,33.44023,85,804,Vata,12.0,0,Pitta
28.700129,0.301,30.548125,790.131,324.797,421.473,33.445757,78,894,Pitta,7.0,1,Pitta
32.171537,0.079,32.930505,847.027,695.15,666.174,33.458544,58,935,Kapha,20.0,0,Unknown
32.561765,0.715,34.918284,568.679,495.849,464.83,33.543557,96,778,Vata,38.0,1,Vata
29.138812,-0.082,30.579387,625.057,347.34,754.183,33.59962,73,939,Pitta,23.0,0,Unknown
32.737007,0.852,34.930228,438.009,551.317,320.947,33.640698,93,897,Vata,20.0,1,Vata
29.392229,-0.044,30.770122,671.011,316.428,346.554,33.688677,71,910,Pitta,22.0,0,Unknown
29.424511,0.249,30.771773,315.757,549.585,534.071,33.695062,84,949,Pitta,13.0,1,Pitta
